subject,frequency
gnd:4188510-7,3
gnd:4190038-8,1
gnd:4059643-6,6
gnd:4191878-2,2
gnd:4469731-4,1
gnd:4490154-9,1
gnd:4127833-1,1
gnd:4185645-4,2
gnd:1036986756,2
gnd:4558163-0,1
gnd:4327580-1,1
gnd:4127371-0,1
gnd:4002030-7,1
gnd:7518931-8,2
gnd:4150572-4,3
gnd:4202033-5,3
gnd:4135131-9,1
gnd:4401290-1,2
gnd:4294665-7,1
gnd:4161034-9,1
gnd:4140059-8,1
gnd:4715994-7,1
gnd:4265353-8,5
gnd:4158816-2,1
gnd:4346800-7,1
gnd:4151167-0,1
gnd:4012653-5,1
gnd:4292130-2,2
gnd:4177053-5,3
gnd:4178600-2,1
gnd:4048300-9,1
gnd:4356677-7,1
gnd:1249863899,1
gnd:4215743-2,3
gnd:4239775-3,1
gnd:4172237-1,1
gnd:4401793-5,1
gnd:4190372-9,1
gnd:4173763-5,1
gnd:4396899-5,1
gnd:4121942-9,1
gnd:4385220-8,1
gnd:1098433076,3
gnd:4075459-5,1
gnd:4472605-3,3
gnd:4020378-5,2
gnd:4066083-7,3
gnd:4050996-5,1
gnd:4138664-4,1
gnd:4133593-4,1
gnd:4131555-8,1
gnd:4117229-2,3
gnd:4060308-8,1
gnd:1047534614,2
gnd:4188285-4,1
gnd:4205599-4,1
gnd:4226700-6,2
gnd:1144883687,1
gnd:4721796-0,3
gnd:4170060-0,1
gnd:4803303-0,4
gnd:4133540-5,1
gnd:4114295-0,1
gnd:4345404-5,6
gnd:4160246-8,1
gnd:4163577-2,1
gnd:4205632-9,6
gnd:4449808-1,18
gnd:4847632-8,1
gnd:4116603-6,1
gnd:7530593-8,1
gnd:4217003-5,1
gnd:4381020-2,1
gnd:4665059-3,1
gnd:4124477-1,68
gnd:4434654-2,2
gnd:4113228-2,7
gnd:4054805-3,2
gnd:7602833-1,1
gnd:1054435278,1
gnd:4121427-4,1
gnd:4027491-3,1
gnd:4224128-5,1
gnd:4202830-9,2
gnd:4723165-8,1
gnd:4270489-3,2
gnd:4136049-7,1
gnd:4136257-3,2
gnd:4156886-2,2
gnd:4123428-5,2
gnd:7757324-9,5
gnd:4210078-1,2
gnd:4165968-5,6
gnd:4207694-8,1
gnd:4064751-1,5
gnd:4583823-9,3
gnd:4604994-0,1
gnd:4273621-3,2
gnd:4424693-6,1
gnd:7730524-3,3
gnd:4817944-9,1
gnd:4798599-9,1
gnd:4150471-9,1
gnd:4225929-0,1
gnd:4222597-8,1
gnd:4627066-8,3
gnd:4137542-7,2
gnd:4178274-4,2
gnd:4156040-1,1
gnd:4284581-6,1
gnd:4189793-6,1
gnd:4394824-8,1
gnd:4236038-9,2
gnd:4178996-9,1
gnd:4166380-9,1
gnd:4573536-0,1
gnd:4120715-4,2
gnd:4566051-7,1
gnd:4170242-6,2
gnd:4240505-1,1
gnd:4207169-0,2
gnd:4185738-0,1
gnd:4348614-9,1
gnd:4183168-8,1
gnd:4130535-8,16
gnd:4146523-4,1
gnd:4770596-6,1
gnd:4323953-5,2
gnd:4312006-4,1
gnd:4023089-2,1
gnd:4120664-2,1
gnd:4171039-3,5
gnd:4129833-0,1
gnd:4572344-8,7
gnd:4149787-9,3
gnd:4120506-6,2
gnd:4418290-9,4
gnd:4302181-5,3
gnd:4166029-8,5
gnd:4061693-9,4
gnd:4167721-3,7
gnd:4128289-9,3
gnd:4162212-1,1
gnd:4177118-7,1
gnd:4033206-8,3
gnd:4002431-3,4
gnd:4051494-8,8
gnd:4066470-3,1
gnd:4066442-9,4
gnd:4112614-2,1
gnd:4067726-6,2
gnd:4035059-9,9
gnd:4618878-2,1
gnd:4684242-1,1
gnd:4150966-3,1
gnd:4034309-1,2
gnd:4043147-2,1
gnd:4130914-5,1
gnd:4165759-7,3
gnd:4013657-7,1
gnd:4113510-6,1
gnd:4135600-7,6
gnd:4152054-3,2
gnd:4139860-9,1
gnd:4175921-7,3
gnd:4158303-6,2
gnd:4168576-3,1
gnd:4136670-0,1
gnd:4010988-4,3
gnd:4123257-4,2
gnd:4127757-0,1
gnd:4472365-9,1
gnd:1041601824,1
gnd:4079045-9,1
gnd:4137770-9,2
gnd:4161419-7,1
gnd:7699385-1,1
gnd:4779423-9,1
gnd:4121291-5,2
gnd:4162047-1,1
gnd:4162511-0,4
gnd:4126531-2,2
gnd:4042620-8,1
gnd:4638875-8,1
gnd:4373166-1,2
gnd:4442935-6,2
gnd:4357342-3,1
gnd:4170315-7,1
gnd:4468490-3,1
gnd:4043375-4,1
gnd:4147857-5,1
gnd:4175844-4,1
gnd:4245202-8,4
gnd:4069994-8,5
gnd:105237154X,2
gnd:4271270-1,4
gnd:4177692-6,1
gnd:4194224-3,2
gnd:4170385-6,1
gnd:4221856-1,1
gnd:4713256-5,6
gnd:1068493003,1
gnd:4332615-8,1
gnd:4032728-0,5
gnd:4318714-6,1
gnd:1043357157,1
gnd:4264968-7,1
gnd:4175290-9,1
gnd:4132530-8,1
gnd:4255670-3,1
gnd:4143087-6,1
gnd:4320936-1,1
gnd:4781182-1,1
gnd:4162224-8,2
gnd:4314057-9,1
gnd:4151201-7,1
gnd:4474236-8,1
gnd:4838190-1,1
gnd:4030157-6,1
gnd:1036717453,4
gnd:4190835-1,1
gnd:4140481-6,2
gnd:7731197-8,1
gnd:4340526-5,1
gnd:4181715-1,2
gnd:4138661-9,3
gnd:1217885757,1
gnd:4028814-6,7
gnd:4046565-2,3
gnd:4330826-0,1
gnd:4049401-9,1
gnd:1046636251,1
gnd:4362530-7,2
gnd:4504621-9,2
gnd:4133168-0,4
gnd:4151217-0,1
gnd:4142968-0,3
gnd:4171013-7,1
gnd:4022930-0,1
gnd:4116369-2,1
gnd:4164812-2,4
gnd:4150184-6,1
gnd:4174134-1,1
gnd:4164350-1,1
gnd:4040851-6,1
gnd:4143388-9,3
gnd:4170800-3,1
gnd:4261640-2,1
gnd:4149626-7,2
gnd:4068158-0,2
gnd:4180911-7,1
gnd:4194892-0,4
gnd:4170473-3,1
gnd:1072727730,1
gnd:4123127-2,3
gnd:4235887-5,1
gnd:1027346405,1
gnd:7860906-9,3
gnd:4026822-6,6
gnd:1053433689,2
gnd:1025861264,1
gnd:7843478-6,2
gnd:4169011-4,1
gnd:1176064932,3
gnd:4135276-2,1
gnd:4000776-5,1
gnd:7578333-2,1
gnd:4148021-1,1
gnd:4133248-9,1
gnd:4737559-0,1
gnd:4150187-1,3
gnd:4190181-2,5
gnd:4030271-4,2
gnd:4165458-4,1
gnd:4152706-9,1
gnd:4145512-5,2
gnd:4115697-3,1
gnd:4485743-3,1
gnd:4176140-6,1
gnd:4011149-0,1
gnd:4311255-9,1
gnd:1028794711,2
gnd:4123662-2,2
gnd:4047263-2,9
gnd:4178933-7,1
gnd:4323273-5,1
gnd:4038264-3,2
gnd:4276648-5,1
gnd:4334473-2,1
gnd:4396438-2,1
gnd:4052945-9,1
gnd:4153388-4,1
gnd:4516898-2,1
gnd:7637883-4,1
gnd:4494340-4,1
gnd:4191030-8,1
gnd:4173040-9,1
gnd:4843821-2,1
gnd:1114757691,1
gnd:4263571-8,1
gnd:4136183-0,1
gnd:4208661-9,1
gnd:4269003-1,5
gnd:4291474-7,1
gnd:4001756-4,2
gnd:4040233-2,1
gnd:4137593-2,2
gnd:4226850-3,1
gnd:4123212-4,2
gnd:4214256-8,1
gnd:4042696-8,2
gnd:1199474355,1
gnd:4153425-6,1
gnd:4438227-3,1
gnd:4136423-5,1
gnd:4135884-3,1
gnd:4331474-0,1
gnd:1225816645,1
gnd:4064541-1,1
gnd:4151020-3,4
gnd:4068230-4,1
gnd:4016247-3,4
gnd:4152398-2,1
gnd:4454886-2,1
gnd:4209672-8,1
gnd:4167309-8,1
gnd:4435196-3,1
gnd:4186897-3,1
gnd:4124458-8,1
gnd:4219415-5,2
gnd:4114309-7,5
gnd:4150021-0,1
gnd:7678876-3,1
gnd:4143891-7,1
gnd:4329331-1,1
gnd:4342007-2,2
gnd:4153618-6,1
gnd:4140149-9,1
gnd:4168253-1,1
gnd:4134656-7,2
gnd:4300396-5,2
gnd:4025704-6,3
gnd:4197507-8,1
gnd:4151961-9,2
gnd:4288348-9,3
gnd:4524183-1,2
gnd:4280370-6,1
gnd:4174797-5,1
gnd:4122122-9,1
gnd:4130421-4,2
gnd:4403080-0,1
gnd:4156668-3,1
gnd:4151285-6,1
gnd:4314215-1,1
gnd:4408112-1,1
gnd:4022393-0,2
gnd:4233109-2,1
gnd:4072790-7,2
gnd:4456598-7,1
gnd:4202613-1,1
gnd:4042073-5,2
gnd:4157622-6,1
gnd:4132068-2,1
gnd:1109773706,1
gnd:4057834-3,1
gnd:4730378-5,2
gnd:4637190-4,1
gnd:4426106-8,1
gnd:4030667-7,2
gnd:4311101-4,1
gnd:4133254-4,1
gnd:4115456-3,2
gnd:4002025-3,1
gnd:4808078-0,1
gnd:4000125-8,4
gnd:4021764-4,1
gnd:4147230-5,1
gnd:7676145-9,2
gnd:4434810-1,2
gnd:4132854-1,1
gnd:4129895-0,2
gnd:4671320-7,1
gnd:4276525-0,1
gnd:4227472-2,1
gnd:4156907-6,1
gnd:4799436-8,6
gnd:4124538-6,1
gnd:4040949-1,8
gnd:4133311-1,5
gnd:4507951-1,1
gnd:4293922-7,1
gnd:4157384-5,1
gnd:1022298771,2
gnd:4398432-0,3
gnd:4174168-7,1
gnd:4176585-0,2
gnd:4694360-2,1
gnd:4183163-9,1
gnd:4306913-7,1
gnd:4346802-0,1
gnd:4212687-3,1
gnd:4363314-6,3
gnd:4553601-6,1
gnd:4132387-7,1
gnd:1048344657,1
gnd:4678201-1,2
gnd:4152503-6,1
gnd:4137411-3,2
gnd:4169335-8,1
gnd:4320346-2,1
gnd:4429030-5,2
gnd:4182349-7,2
gnd:4124030-3,2
gnd:1038403790,1
gnd:4128313-2,4
gnd:4688745-3,1
gnd:7741762-8,1
gnd:7662408-0,2
gnd:4180567-7,1
gnd:4307192-2,4
gnd:4046277-8,6
gnd:4007410-9,1
gnd:4173410-5,1
gnd:4035049-6,2
gnd:4068543-3,2
gnd:4224599-0,3
gnd:4841029-9,1
gnd:4807205-9,2
gnd:4134660-9,1
gnd:4162629-1,1
gnd:4476826-6,1
gnd:4215345-1,8
gnd:4464177-1,1
gnd:4295513-0,2
gnd:4255672-7,5
gnd:4130631-4,1
gnd:4002028-9,4
gnd:4175328-8,1
gnd:4133384-6,1
gnd:4133661-6,3
gnd:4169566-5,1
gnd:4172246-2,3
gnd:4155414-0,1
gnd:4225795-5,2
gnd:1082352969,2
gnd:4161593-1,1
gnd:1224585895,1
gnd:4116483-0,3
gnd:4164040-8,1
gnd:4195781-7,1
gnd:7683323-9,1
gnd:1299521789,1
gnd:4146609-3,3
gnd:4191494-6,1
gnd:4035334-5,4
gnd:4005275-8,3
gnd:4113617-2,2
gnd:4409409-7,2
gnd:4151451-8,2
gnd:4121467-5,1
gnd:4200442-1,2
gnd:4297438-0,1
gnd:4297437-9,1
gnd:4130559-0,2
gnd:4057739-9,1
gnd:4726796-3,1
gnd:4386182-9,2
gnd:4004646-1,1
gnd:4128991-2,1
gnd:4172435-5,1
gnd:4261750-9,1
gnd:4120547-9,1
gnd:4193951-7,1
gnd:4266060-9,1
gnd:4732869-1,1
gnd:4305932-6,1
gnd:4122236-2,1
gnd:4165607-6,1
gnd:4283233-0,1
gnd:4158663-3,2
gnd:4014650-9,2
gnd:4226544-7,1
gnd:4311326-6,5
gnd:4304029-9,1
gnd:4122126-6,1
gnd:4689275-8,1
gnd:4179589-1,4
gnd:4008186-2,4
gnd:4398736-9,1
gnd:4032656-1,2
gnd:4187518-7,1
gnd:4155051-1,2
gnd:4054868-5,6
gnd:4029081-5,1
gnd:4072653-8,5
gnd:4007502-3,2
gnd:4140767-2,1
gnd:4146531-3,2
gnd:4304786-5,5
gnd:4162582-1,1
gnd:4162579-1,2
gnd:4033654-2,1
gnd:1024173275,1
gnd:4159114-8,1
gnd:4020911-8,1
gnd:4182756-9,1
gnd:4427633-3,1
gnd:4136795-9,4
gnd:4270242-2,1
gnd:1114930288,1
gnd:4333329-1,1
gnd:4161056-8,2
gnd:4052004-3,1
gnd:4128031-3,3
gnd:4393987-9,1
gnd:4190486-2,1
gnd:7569193-0,1
gnd:4721793-5,1
gnd:4205924-0,1
gnd:4157216-6,1
gnd:4019928-9,1
gnd:4137585-3,1
gnd:4151850-0,1
gnd:1221726668,1
gnd:4153568-6,4
gnd:4113444-8,1
gnd:7860517-9,1
gnd:4159505-1,1
gnd:4261478-8,1
gnd:4158043-6,2
gnd:4634750-1,1
gnd:7581976-4,1
gnd:7718047-1,1
gnd:1173111220,3
gnd:4568583-6,1
gnd:7627636-3,1
gnd:4216597-0,1
gnd:4803995-0,1
gnd:4136907-5,2
gnd:4133000-6,4
gnd:4189157-0,1
gnd:4143893-0,1
gnd:4247883-2,1
gnd:105875100X,1
gnd:4390521-3,1
gnd:4056332-7,4
gnd:4155668-9,1
gnd:1094921491,1
gnd:4318398-0,1
gnd:4309215-9,1
gnd:4172743-5,1
gnd:4155003-1,1
gnd:4310323-6,1
gnd:4226997-0,2
gnd:4177382-2,1
gnd:4130445-7,1
gnd:4207291-8,1
gnd:4011002-3,1
gnd:4146210-5,1
gnd:4270238-0,6
gnd:7603011-8,2
gnd:4147587-2,1
gnd:4293097-2,1
gnd:4391635-1,1
gnd:4335910-3,1
gnd:4132033-5,2
gnd:4295336-4,1
gnd:4206702-9,1
gnd:1088591744,1
gnd:4510319-7,1
gnd:4632581-5,1
gnd:4181206-2,1
gnd:4368429-4,3
gnd:4175716-6,1
gnd:4249988-4,3
gnd:4190074-1,2
gnd:4288552-8,1
gnd:4472024-5,1
gnd:7544171-8,1
gnd:4135839-9,1
gnd:4270020-6,1
gnd:4153422-0,1
gnd:4435195-1,1
gnd:4177057-2,1
gnd:4120207-7,1
gnd:4284587-7,1
gnd:4418745-2,1
gnd:4123258-6,2
gnd:4112667-1,1
gnd:4185155-9,1
gnd:4391913-3,2
gnd:4132762-7,1
gnd:4523321-4,2
gnd:4014332-6,1
gnd:4150845-2,1
gnd:4035236-5,3
gnd:4153714-2,2
gnd:4410111-9,1
gnd:7839766-2,1
gnd:4132725-1,1
gnd:4648135-7,1
gnd:1069698571,1
gnd:4528273-0,1
gnd:4528274-2,1
gnd:7519506-9,1
gnd:4036029-5,8
gnd:4160740-5,1
gnd:7758732-7,1
gnd:4047908-0,1
gnd:4427668-0,2
gnd:4136064-3,5
gnd:4768168-8,4
gnd:7604407-5,3
gnd:4064931-3,3
gnd:4141846-3,1
gnd:4032114-9,1
gnd:4164108-5,1
gnd:7518581-7,2
gnd:4183925-0,3
gnd:7667287-6,2
gnd:4048219-4,2
gnd:4177072-9,1
gnd:4339934-4,1
gnd:4187637-4,1
gnd:4114458-2,1
gnd:4155675-6,1
gnd:4275825-7,1
gnd:4163816-5,2
gnd:4181170-7,5
gnd:4069375-2,1
gnd:4163512-7,1
gnd:4133437-1,2
gnd:4012892-1,1
gnd:1145079156,2
gnd:4039316-1,2
gnd:4460387-3,1
gnd:4470942-0,1
gnd:4529735-6,1
gnd:4010085-6,2
gnd:4019864-9,2
gnd:4466515-5,3
gnd:4139194-9,3
gnd:4196888-8,1
gnd:4184521-3,1
gnd:4049403-2,1
gnd:4123001-2,1
gnd:7709631-9,1
gnd:4137815-5,1
gnd:4006658-7,2
gnd:4154396-8,1
gnd:4158442-9,1
gnd:4325952-2,1
gnd:4489208-1,1
gnd:4295127-6,1
gnd:4405655-2,2
gnd:4334388-0,1
gnd:4349504-7,2
gnd:4128220-6,1
gnd:4048732-5,8
gnd:4365530-0,1
gnd:4144206-4,4
gnd:106634616X,1
gnd:4157609-3,1
gnd:4221382-4,1
gnd:4141544-9,2
gnd:4162400-2,1
gnd:4165986-7,2
gnd:4679255-7,1
gnd:1238274293,1
gnd:4127297-3,2
gnd:4167738-9,1
gnd:1214755968,1
gnd:7548115-7,1
gnd:4055113-1,3
gnd:4165363-4,1
gnd:4294379-6,1
gnd:4147117-9,1
gnd:4330259-2,1
gnd:4351541-1,1
gnd:4353452-1,1
gnd:4335765-9,4
gnd:4143284-8,1
gnd:4174933-9,1
gnd:4682745-6,3
gnd:4122282-9,3
gnd:4186319-7,2
gnd:4194239-5,2
gnd:4170433-2,2
gnd:4151047-1,2
gnd:4013537-8,2
gnd:4185426-3,1
gnd:4143239-3,1
gnd:4288881-5,1
gnd:4152673-9,1
gnd:4139574-8,4
gnd:4023302-9,2
gnd:7857869-3,1
gnd:7745569-1,1
gnd:4201284-3,5
gnd:4386332-2,4
gnd:4323260-7,1
gnd:4128858-0,1
gnd:1263068472,6
gnd:4718021-3,1
gnd:4189150-8,1
gnd:4136781-9,2
gnd:4180245-7,1
gnd:4682512-5,1
gnd:4272650-5,1
gnd:4215401-7,4
gnd:4265845-7,1
gnd:7651921-1,5
gnd:4033452-1,2
gnd:4180508-2,1
gnd:4296740-5,1
gnd:4156055-3,1
gnd:4117201-2,1
gnd:4116476-3,1
gnd:7843469-5,3
gnd:4140510-9,1
gnd:4064921-0,1
gnd:4117614-5,1
gnd:4359580-7,1
gnd:4163610-7,1
gnd:4179353-5,1
gnd:4137025-9,2
gnd:4489499-5,2
gnd:7551149-6,1
gnd:4376792-8,1
gnd:4181668-7,5
gnd:4337906-0,1
gnd:4206494-6,3
gnd:4202872-3,1
gnd:4226494-7,1
gnd:4188481-4,1
gnd:4127252-3,3
gnd:4064204-5,4
gnd:4123159-4,1
gnd:1156572525,2
gnd:1076336523,1
gnd:4167739-0,1
gnd:4279661-1,1
gnd:4412015-1,1
gnd:4730978-7,4
gnd:7705940-2,2
gnd:4176592-8,6
gnd:4201359-8,1
gnd:4177414-0,1
gnd:4115587-7,2
gnd:4329948-9,1
gnd:4251279-7,3
gnd:4551030-1,2
gnd:4164618-6,2
gnd:4148930-5,1
gnd:4353913-0,1
gnd:4151183-9,1
gnd:4139587-6,1
gnd:1069630357,1
gnd:1028524978,1
gnd:4137458-7,2
gnd:4147684-0,1
gnd:4163030-0,2
gnd:4297500-1,1
gnd:4223395-1,1
gnd:4141694-6,1
gnd:7729921-8,1
gnd:4376539-7,1
gnd:4263127-0,1
gnd:4331933-6,2
gnd:4031192-2,2
gnd:4436545-7,3
gnd:4166030-4,1
gnd:4507562-1,1
gnd:4125984-1,3
gnd:4172259-0,1
gnd:4124930-6,3
gnd:4004541-9,6
gnd:4235056-6,2
gnd:4004849-4,6
gnd:4394368-8,2
gnd:4499626-3,1
gnd:1256441236,1
gnd:4183789-7,2
gnd:4796298-7,1
gnd:4162630-8,1
gnd:4270937-4,1
gnd:4015293-5,1
gnd:4191092-8,3
gnd:4831843-7,2
gnd:4427280-7,1
gnd:4647991-0,1
gnd:4202669-6,1
gnd:4125180-5,1
gnd:4434299-8,3
gnd:1192378229,4
gnd:4581430-2,1
gnd:1033180661,1
gnd:4789637-1,1
gnd:4423965-8,1
gnd:4165380-4,1
gnd:4377481-7,3
gnd:4202465-1,1
gnd:1172679746,1
gnd:1172681503,1
gnd:4344259-6,1
gnd:4802860-5,1
gnd:4487901-5,1
gnd:4166879-0,2
gnd:4185119-5,1
gnd:4041874-1,1
gnd:4190616-0,1
gnd:4205165-4,1
gnd:4138172-5,1
gnd:4138171-3,1
gnd:7699561-6,1
gnd:1082384615,1
gnd:4306754-2,1
gnd:4212334-3,1
gnd:4484025-1,1
gnd:4278481-5,1
gnd:1172691452,2
gnd:1132360706,1
gnd:4169992-0,1
gnd:4180958-0,1
gnd:4141144-4,2
gnd:4492940-7,1
gnd:4278767-1,1
gnd:4141898-0,1
gnd:4621133-0,1
gnd:4200027-0,1
gnd:4451181-4,1
gnd:4037432-4,1
gnd:4132226-5,1
gnd:1117158829,2
gnd:4154991-0,2
gnd:4125129-5,1
gnd:1199148083,1
gnd:4017790-7,1
gnd:4699503-1,2
gnd:4421420-0,1
gnd:4765640-2,2
gnd:4302041-0,1
gnd:4131006-8,11
gnd:4024581-0,1
gnd:4141445-7,1
gnd:4274900-1,1
gnd:4014516-5,17
gnd:4045612-2,1
gnd:4018801-2,2
gnd:4131246-6,1
gnd:7741095-6,4
gnd:4248436-4,1
gnd:4130870-0,3
gnd:4020097-8,2
gnd:4130070-1,1
gnd:4184549-3,1
gnd:4123113-2,1
gnd:113597070X,1
gnd:4324129-3,1
gnd:4713269-3,1
gnd:4251078-8,1
gnd:4204296-3,1
gnd:4170737-0,1
gnd:7690082-4,2
gnd:4128729-0,3
gnd:4173916-4,1
gnd:4180099-0,2
gnd:4035117-8,2
gnd:4189560-5,1
gnd:4041331-7,8
gnd:4067276-1,2
gnd:4271255-5,1
gnd:4056845-3,2
gnd:4183215-2,3
gnd:4543299-5,1
gnd:4138519-6,1
gnd:4324275-3,1
gnd:4133301-9,1
gnd:4264058-1,1
gnd:4010071-6,3
gnd:4120776-2,2
gnd:4165211-3,2
gnd:4239595-1,1
gnd:4209321-1,1
gnd:4164826-2,1
gnd:4518279-6,2
gnd:4034229-3,2
gnd:4279614-3,1
gnd:4046304-7,5
gnd:4025362-4,2
gnd:4072577-7,1
gnd:4657256-9,1
gnd:4476595-2,1
gnd:4256501-7,2
gnd:4162976-0,1
gnd:4615255-6,2
gnd:4234506-6,1
gnd:4005184-5,5
gnd:4016963-7,9
gnd:1103338048,1
gnd:4038459-7,1
gnd:4161059-3,1
gnd:125078834X,1
gnd:4148411-3,1
gnd:4167193-4,1
gnd:4632650-9,1
gnd:7667128-8,1
gnd:4050433-5,1
gnd:4132281-2,1
gnd:4036229-2,1
gnd:4050428-1,2
gnd:4191747-9,2
gnd:4153316-1,1
gnd:4189615-4,1
gnd:4177049-3,1
gnd:4003932-8,7
gnd:4296005-8,3
gnd:1281683043,1
gnd:7692360-5,4
gnd:4172659-5,1
gnd:4114033-3,1
gnd:4567749-9,1
gnd:4192480-0,4
gnd:4201286-7,3
gnd:7714853-8,3
gnd:4209051-9,2
gnd:4122928-9,1
gnd:4184292-3,2
gnd:4276504-3,1
gnd:4349475-4,1
gnd:4006307-0,1
gnd:4167811-4,1
gnd:4652923-8,1
gnd:4544682-9,1
gnd:4390728-3,1
gnd:4277113-4,1
gnd:4120419-0,1
gnd:4018210-1,1
gnd:4173539-0,1
gnd:4062266-6,2
gnd:4829336-2,1
gnd:4026942-5,1
gnd:4161689-3,3
gnd:4162198-0,1
gnd:4113486-2,2
gnd:4006676-9,1
gnd:4324729-5,1
gnd:4218589-0,1
gnd:4615978-2,1
gnd:4233857-8,1
gnd:1136139117,1
gnd:1183593139,2
gnd:4046075-7,1
gnd:4176551-5,1
gnd:4145527-7,1
gnd:4824875-7,1
gnd:4042085-1,1
gnd:4128094-5,1
gnd:4261522-7,2
gnd:1281775401,1
gnd:4189406-6,1
gnd:4293935-5,2
gnd:4134121-1,3
gnd:4079009-5,2
gnd:4112443-1,3
gnd:7604241-8,4
gnd:4394466-8,2
gnd:7702558-1,2
gnd:4164463-3,1
gnd:4154012-8,2
gnd:4141847-5,2
gnd:4112580-0,1
gnd:4162426-9,1
gnd:4141333-7,1
gnd:4215212-4,1
gnd:4010359-6,1
gnd:4027402-0,1
gnd:4163280-1,1
gnd:4004470-1,1
gnd:1216292590,1
gnd:4142867-5,3
gnd:4137791-6,1
gnd:4146138-1,2
gnd:4049141-9,1
gnd:4171847-1,2
gnd:4136278-0,2
gnd:4076570-2,4
gnd:4237761-4,1
gnd:4173750-7,2
gnd:4008738-4,3
gnd:4400804-1,1
gnd:4337500-5,1
gnd:4319092-3,2
gnd:4221888-3,1
gnd:4067273-6,1
gnd:4496858-9,1
gnd:4189871-0,1
gnd:4331752-2,1
gnd:4126030-2,1
gnd:4783315-4,1
gnd:4212042-1,2
gnd:4067990-1,2
gnd:4365957-3,1
gnd:4079422-2,1
gnd:4142680-0,1
gnd:4147671-2,1
gnd:7635825-2,2
gnd:7718397-6,1
gnd:4598523-6,1
gnd:4026170-0,1
gnd:4354734-5,1
gnd:4301956-0,1
gnd:4130581-4,1
gnd:1225816092,1
gnd:4714409-9,1
gnd:4255898-0,1
gnd:4164159-0,2
gnd:4769377-0,1
gnd:4145272-0,1
gnd:4172665-0,1
gnd:4162071-9,3
gnd:4180531-8,1
gnd:4132415-8,2
gnd:4655026-4,1
gnd:4457443-5,1
gnd:4191525-2,1
gnd:4027235-7,7
gnd:4281073-5,1
gnd:4136811-3,1
gnd:4191456-9,1
gnd:4116498-2,1
gnd:7562881-8,1
gnd:4280093-6,1
gnd:4232478-6,1
gnd:4055886-1,1
gnd:4781507-3,1
gnd:4275609-1,1
gnd:4130305-2,1
gnd:4151689-8,2
gnd:4185930-3,2
gnd:1078640599,2
gnd:4150564-5,1
gnd:4056399-6,2
gnd:4169757-1,1
gnd:4162545-6,1
gnd:4401301-2,1
gnd:4183398-3,2
gnd:4163581-4,1
gnd:4190941-0,1
gnd:4163583-8,1
gnd:4179450-3,1
gnd:4236160-6,1
gnd:4049046-4,3
gnd:4008357-3,2
gnd:4844806-0,1
gnd:4032281-6,2
gnd:4058778-2,1
gnd:4132750-0,1
gnd:4127080-0,1
gnd:4792237-0,1
gnd:4654439-2,1
gnd:4166958-7,1
gnd:4731627-5,1
gnd:4132686-6,2
gnd:1045592005,3
gnd:4178766-3,1
gnd:1279756799,1
gnd:4497896-0,1
gnd:4213107-8,2
gnd:4127533-0,1
gnd:4136636-0,2
gnd:4314038-5,1
gnd:4226184-3,1
gnd:4440431-1,1
gnd:4247726-8,1
gnd:4259899-0,1
gnd:1053480296,2
gnd:4471519-5,2
gnd:1275795269,2
gnd:4294391-7,2
gnd:4359799-3,1
gnd:4143181-9,1
gnd:4139467-7,1
gnd:4418963-1,1
gnd:4603227-7,1
gnd:4152640-5,1
gnd:4449505-5,2
gnd:4016084-1,1
gnd:4334000-3,1
gnd:4165215-0,1
gnd:1281679232,1
gnd:4064727-4,2
gnd:4030653-7,7
gnd:4132262-9,9
gnd:4273779-5,1
gnd:4113467-9,5
gnd:4178391-8,6
gnd:4214867-4,1
gnd:4375539-2,2
gnd:4126524-5,1
gnd:4117573-6,2
gnd:4181701-1,1
gnd:4523143-6,1
gnd:4471005-7,1
gnd:1042897360,2
gnd:4165763-9,1
gnd:4140673-4,1
gnd:4055570-7,1
gnd:4158154-4,1
gnd:4217996-8,1
gnd:4210047-1,1
gnd:4480433-7,2
gnd:4174068-3,3
gnd:4152458-5,1
gnd:4012040-5,1
gnd:1163407496,1
gnd:1246474727,1
gnd:4724473-2,1
gnd:4159741-2,1
gnd:4180713-3,1
gnd:4315403-7,4
gnd:4136701-7,1
gnd:4006846-8,2
gnd:4794940-5,1
gnd:4563108-6,1
gnd:4125201-9,2
gnd:4134941-6,1
gnd:4295343-1,1
gnd:4151899-8,1
gnd:4191421-1,1
gnd:119962747X,2
gnd:1124842896,4
gnd:4043831-4,2
gnd:4113661-5,1
gnd:4155506-5,1
gnd:4456437-5,1
gnd:4145613-0,1
gnd:4431208-8,1
gnd:4300599-8,1
gnd:7532257-2,1
gnd:4128151-2,1
gnd:4229155-0,1
gnd:4345050-7,2
gnd:4778548-2,3
gnd:4039448-7,2
gnd:4033197-0,2
gnd:4571010-7,1
gnd:4191508-2,1
gnd:4150211-5,1
gnd:4329743-2,3
gnd:4431894-7,1
gnd:4076217-8,7
gnd:4128493-8,1
gnd:4394206-4,2
gnd:4242275-9,1
gnd:4450269-2,1
gnd:4171311-4,3
gnd:4045559-2,4
gnd:4481343-0,1
gnd:4328068-7,1
gnd:4795977-0,1
gnd:1125144521,1
gnd:4177738-4,1
gnd:4403655-3,1
gnd:4569194-0,1
gnd:7577741-1,1
gnd:4165888-7,1
gnd:4142527-3,1
gnd:4763543-5,2
gnd:4274322-9,2
gnd:4690455-4,4
gnd:4120603-4,2
